,category,subcategory,type,clothes_type,parameters,paramValueUnion,paramCombinations,transcriptTypeParams
189,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-regular']",waist-regular fit-wide length-regular casual_trousers
190,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-cropped']",waist-regular fit-flared length-cropped casual_trousers
191,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-regular']",waist-regular fit-flared length-regular casual_trousers
192,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-cropped']",waist-high fit-tapered length-cropped casual_trousers
193,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-regular']",waist-high fit-tapered length-regular casual_trousers
194,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-cropped']",waist-high fit-straight length-cropped casual_trousers
195,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-regular']",waist-high fit-straight length-regular casual_trousers
196,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-cropped']",waist-high fit-wide length-cropped casual_trousers
197,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-regular']",waist-high fit-wide length-regular casual_trousers
198,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-cropped']",waist-high fit-flared length-cropped casual_trousers
199,bottom,trousers,casual_trousers,casual_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-regular']",waist-high fit-flared length-regular casual_trousers
200,bottom,trousers,joggers,joggers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['length-cropped', 'length-regular']]","['waist-regular', 'length-cropped']",waist-regular length-cropped joggers
201,bottom,trousers,joggers,joggers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['length-cropped', 'length-regular']]","['waist-regular', 'length-regular']",waist-regular length-regular joggers
202,bottom,trousers,joggers,joggers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['length-cropped', 'length-regular']]","['waist-high', 'length-cropped']",waist-high length-cropped joggers
203,bottom,trousers,joggers,joggers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['length-cropped', 'length-regular']]","['waist-high', 'length-regular']",waist-high length-regular joggers
204,bottom,trousers,cargo,cargo,"[{'name': 'waist', 'values': ['regular', 'high']}]","[['waist-regular', 'waist-high']]",['waist-regular'],waist-regular cargo
205,bottom,trousers,cargo,cargo,"[{'name': 'waist', 'values': ['regular', 'high']}]","[['waist-regular', 'waist-high']]",['waist-high'],waist-high cargo
206,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-cropped']",waist-regular fit-tapered length-cropped leather_trousers
207,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-regular']",waist-regular fit-tapered length-regular leather_trousers
208,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-cropped']",waist-regular fit-straight length-cropped leather_trousers
209,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-regular']",waist-regular fit-straight length-regular leather_trousers
210,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-cropped']",waist-regular fit-wide length-cropped leather_trousers
211,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-regular']",waist-regular fit-wide length-regular leather_trousers
212,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-cropped']",waist-regular fit-flared length-cropped leather_trousers
213,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-regular']",waist-regular fit-flared length-regular leather_trousers
214,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-cropped']",waist-high fit-tapered length-cropped leather_trousers
215,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-regular']",waist-high fit-tapered length-regular leather_trousers
216,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-cropped']",waist-high fit-straight length-cropped leather_trousers
217,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-regular']",waist-high fit-straight length-regular leather_trousers
218,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-cropped']",waist-high fit-wide length-cropped leather_trousers
219,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-regular']",waist-high fit-wide length-regular leather_trousers
220,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-cropped']",waist-high fit-flared length-cropped leather_trousers
221,bottom,trousers,leather_trousers,leather_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-regular']",waist-high fit-flared length-regular leather_trousers
222,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-cropped']",waist-regular fit-tapered length-cropped linen_trousers
223,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-regular']",waist-regular fit-tapered length-regular linen_trousers
224,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-cropped']",waist-regular fit-straight length-cropped linen_trousers
225,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-regular']",waist-regular fit-straight length-regular linen_trousers
226,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-cropped']",waist-regular fit-wide length-cropped linen_trousers
227,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-regular']",waist-regular fit-wide length-regular linen_trousers
228,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-cropped']",waist-high fit-tapered length-cropped linen_trousers
229,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-regular']",waist-high fit-tapered length-regular linen_trousers
230,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-cropped']",waist-high fit-straight length-cropped linen_trousers
231,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-regular']",waist-high fit-straight length-regular linen_trousers
232,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-cropped']",waist-high fit-wide length-cropped linen_trousers
233,bottom,trousers,linen_trousers,linen_trousers,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-regular']",waist-high fit-wide length-regular linen_trousers
234,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-cropped']",waist-regular fit-tapered length-cropped jeans
235,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-tapered', 'length-regular']",waist-regular fit-tapered length-regular jeans
236,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-cropped']",waist-regular fit-straight length-cropped jeans
237,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-straight', 'length-regular']",waist-regular fit-straight length-regular jeans
238,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-cropped']",waist-regular fit-wide length-cropped jeans
239,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-wide', 'length-regular']",waist-regular fit-wide length-regular jeans
240,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-cropped']",waist-regular fit-flared length-cropped jeans
241,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-flared', 'length-regular']",waist-regular fit-flared length-regular jeans
242,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-baggy', 'length-cropped']",waist-regular fit-baggy length-cropped jeans
243,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-regular', 'fit-baggy', 'length-regular']",waist-regular fit-baggy length-regular jeans
244,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-cropped']",waist-high fit-tapered length-cropped jeans
245,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-tapered', 'length-regular']",waist-high fit-tapered length-regular jeans
246,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-cropped']",waist-high fit-straight length-cropped jeans
247,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-straight', 'length-regular']",waist-high fit-straight length-regular jeans
248,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-cropped']",waist-high fit-wide length-cropped jeans
249,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-wide', 'length-regular']",waist-high fit-wide length-regular jeans
250,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-cropped']",waist-high fit-flared length-cropped jeans
251,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-flared', 'length-regular']",waist-high fit-flared length-regular jeans
252,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-baggy', 'length-cropped']",waist-high fit-baggy length-cropped jeans
253,bottom,jeans,jeans,jeans,"[{'name': 'waist', 'values': ['regular', 'high']}, {'name': 'fit', 'values': ['tapered', 'straight', 'wide', 'flared', 'baggy']}, {'name': 'length', 'values': ['cropped', 'regular']}]","[['waist-regular', 'waist-high'], ['fit-tapered', 'fit-straight', 'fit-wide', 'fit-flared', 'fit-baggy'], ['length-cropped', 'length-regular']]","['waist-high', 'fit-baggy', 'length-regular']",waist-high fit-baggy length-regular jeans
254,bottom,shorts,casual_shorts,,,,,casual_shorts
255,bottom,shorts,bermuda_shorts,,,,,bermuda_shorts
256,bottom,shorts,denim_shorts,,,,,denim_shorts
257,bottom,shorts,leather_shorts,,,,,leather_shorts
